userName,score,at,Ulasan,Sentimen Widi,Sentimen Nanda,"Sentimen Dra. UMI KOLISOH, M.Pd",Sentimen,Keterangan:
agni dea perkasa,4,2022-01-27 0:21:00,aplikasi yang walau kadang suka bikin kesel karena katanya jaringan enggak stabil tapi tetep jadi andalan kapanpun dan di manapun buat cek kuota dan beli kuota walau kadang *123# ada beberapa promo lebih murah....,2,2,2,1,
Singa Malam,1,2022-01-26 6:49:00,"Kapok deh beli kuota xl lagi, baru beli kuota yang sebulan gak bisa dipakai karena koneksinya jelek, nge ping ke google aja rto terus. Mending setia aja deh ke si merah, biar mahal tapi koneksi stabil.",1,1,1,-1,
Fajar Pamungkas,5,2022-01-26 5:06:00,Jangan pake xL lagi. Singal kyk babi. Najis jaringan nya. Mending indosat lancar jayaaaaaa... Kecewa sumpah sinyal buruk . Ini udh jaman 4g mau naik ke 5g. Masa jadi E+ . Mau balik ke jaman jadull...,1,1,1,-1,
muhammad harit,1,2022-01-26 4:55:00,"Xl Parah banget. Liat Sms tiba2 ada pesan Kuota diperpanjang di tgl 23 january. Pulsa saya tiba2 di sedot buat beli kuota padahal saya gak beli. Kuota sebelumnya juga msa berlakunya sampai 5 february isi kuota juga msih 7gb. Di transaksi gk ada history padahal di appnya gk bisa hapus hisyori. Saya cek kontrol pulsa saya semua saya aktifin biar gak sedot pulsa. Jadi apa2 nih kok kuta saya di sedot seenaknnya. Balikin pulsa saya, saya gk butuh perpanjangan kuota klo gk beli. Kyk dimaling saya",1,1,1,-1,
Adlin Farell,1,2022-01-26 3:59:00,"rasa nya mau ku patahkan aja kartu xl nya ini.. lelet nya gk ke tolongan asik mutarÂ² aja, perbaiki lah tolong jaringan internet nya jangan ke 5G lah kalo 4G aja masih lemot gini... daerah mariendal 1 deliserdang. sumatera utara",1,1,1,-1,
Aprizal Yusuf CHANNEL,4,2022-01-26 23:08:00,"XL sudah cukup bagus, namun terkadang sinyal atau jaringan kurang joss tapi ini sudah cukup kok. Saya harap kedepannya XL semakin maju lagi dan lebih baik lagi ya. Terima Kasih.... :)",2,2,2,1,
Zulfikar Radit,4,2022-01-26 21:49:00,"Dapat diskonan paketan 65 Gb, tapi ketika di aktifkan hanya dapat 56 Gb, kenapa bisa gak sama hasilnya? Tapi untuk keseluruhan Xl ðŸ‘ŒðŸ‘ŒðŸ‘Œ",2,2,2,1,
A. Rachmadani,2,2022-01-26 1:02:00,"Kemarin saya beli paket data 40GB tapi yg masuk cuman 13GB. Lah, gak terima dong!!! Belinya 40GB masuknya 13GB doang. Kembali ke konter tempat beli data, katanya gangguan. Sudah di laporkan sama mbak konternya ke XL, tapi sampai sekarang kuota saya belum bertambah loh! Masih tetap 13GB!! Sumpah kecewa!! BertahunÂ² saya pakai XL, baru kali ini kecewa!! Pokoknya saya tidak mau tau, kuota saya harus 40GB dong sesuai dengan yang saya beli!!!",1,1,1,-1,
rayhan adc,5,2022-01-26 17:43:00,"kuota sangat lengkap,murah lagi tapi sayang untuk kecepatan internet untuk di wilayah saya masih suka lelet tiba tiba jadi tolong diperbaiki kualitas sinyal nya ya kakðŸ™",2,2,2,1,
pedot brigash chanel,2,2022-01-26 15:02:00,Sudah beberapa hari ini sinyal semakin buruk tidak bisa buat main game Sedikit kecewa karena sudah lama memakai kartu xl Baru kali ini kecewa sekali Tolong di perbaiki,1,1,1,-1,
Firdaus Pratama,1,2022-01-26 14:34:00,Tanpa ada pemberitahuan kalau sinyal down ? Ini saya lagi ngojol kalau kenapa kenapa denga akun saya gimana gara gara sinyal down !!! Toling dong ini sudah 2022 diperbaikin lagi sistemnya bukan nya malah makin baik malah makin buruk nih XL,1,1,1,-1,
Mbah tosan 726,5,2022-01-26 11:10:00,"Ada apa dengan AXIS Kok sering LEMOT Semoga XL & AXIS jaringannya semakin kuat, sebab saya pengguna XL & AXIS. Semangat.....!! Semoga XL & AXIS semakin kuat jaringannya. Aamiin..",2,2,2,1,
Yang Riza,1,2022-01-26 10:36:00,"XL gila!!!!! Sumpah masa ditulis promo kuotanya 60 GB tapi yang datang malah 40 GB, bukannya apaÂ² cuman yang bener dong kalo bikin promosi tuh!!!! Mana boros lagi!!! Ga bakal pakai XL lagi!!!!",1,1,1,-1,
muhammad basar,1,2022-01-25 9:34:00,XL semakin tidak bagus jaringannya sudah beli kuota di aplikasi XL jelek kawan-kawan semua beralih ke jaringan indosat atau telkomsel...kalau seperti ini terus jaringan XL,1,1,1,-1,
M. Adika Febriansyah,1,2022-01-25 8:20:00,"Baru isi paket jaringannya rusak banget ga bisa dipake buat apapun. Jangankan sosial media , apk xl nya sendiri aja ga bisa kebuka karna jaringan burik nyesel beli kartu xl",1,1,1,-1,
syarif Hidayatullah,1,2022-01-25 7:33:00,Payah dahlah.. pindah provider aja... udah sinyal lemah. harga mahal.. kode veritifikasi login lama mask nya pula... 5 menit baru masuk sedangkan dalam 5 menit itu kode sudah hangus gmna itu.... payah,1,1,1,-1,
Yusuf Dwi Yulianto,1,2022-01-25 7:24:00,"Banyak Bug/eror apk gk jelass, bukannya mempermudah malah mempersulit!!!!!!!!! Saran saya sih mending cek/isi ulangnya di buat juga di web supaya kalau di apk gk bisa bisa ke web.....",1,1,1,-1,
Malik Ridwan,5,2022-01-25 7:20:00,"Min ko gangguannya tiap minggu ya?? Kalo gak becus kerja bakar aja tuh perusahaan xl gak guna..kuota mahal tapi jaringan lemot,katanya kapanpun dan di manapun gblok dasar",1,1,1,-1,
Ade Saiful,1,2022-01-25 7:16:00,Sumpah ini jaringan XL makin ke sini makin parah gw kerja dari rumah buat kirim bukti fail lola bgt sumpah ampe di maki maki pimpinan gw tolong donk di perbaiki sedikit kita butuh jaringan anda stabil karna kita pekerjaan membutuhkan kesetabilan dalam bekerja :(,1,1,1,-1,
An An,5,2022-01-25 5:02:00,Sinyal bagus dan stabil serta banyak diskon untuk paket kuota saya senang Hal yang mengganggu adalah setiap mati lampu kenapa koneksi sinyal terputus??,2,2,2,1,
Ot Nay,1,2022-01-25 4:32:00,"Kirain gangguan sinyal , sampai 2 hari itu mah gangguan jiwa , parah lu , quota gue msh 22GB , ini aja gue on pake smart pren , balikin ga?????",1,1,1,-1,
Muhammad Yusri,1,2022-01-25 4:07:00,"Kenapa signal XL sering hilang , mohon di perbaiki , jgn sampai pengguna XL gak puas , utamakan pelayanan , faham ?? , Maaf aku kasih bintang 1 , kalau signal XL udh stabil baru bintang nya di full kan",1,1,1,-1,
frisca merdiyanti,3,2022-01-25 15:53:00,"Fitur aplikasinya bagus. Tp sy agak kesel sama jaringannya ya. Tidak menjangkau semua wilayah. Mungkin memang xl cocok utk orang2 urban, tp kurang bisa diajak flexible Klo bepergian",1,1,1,-1,
Putri Kharismaturrosyiidah,1,2022-01-25 15:35:00,"Kenapa sih gak bisa bagi pulsa ke Operator lain selain xl/axis. Padahal lagi butuh banget, lagi darurat banget malahan mau dipake dicoba nggak jadi-jadi. Tolong dibisain dong,biar kalo lagi kepepet tengah malem gini gak bingung.",1,1,1,-1,
Muhammad Saefuddin,1,2022-01-25 15:16:00,"Sumpah udah hampir mau sebulan jaringan internet gak stabil,di sabar sabarin tadi nya sih di kira cuma sehari dua hari!!!! tapi skrng sudah habis kesabaran nya.huft mohon maafðŸ™",1,1,1,-1,
Irfan Afiridianto,1,2022-01-25 14:11:00,"Jelek bgt. Baru isi paket data signal ilang mulu, terkadang malah kartu tdk terbaca. Tlglah ditingkatkan lagi, katanya XL Prioritas. Thank you",1,1,1,-1,
ronny hidayat,1,2022-01-25 13:47:00,Buat apa ada kuota youtube 24jam kalo kuota regular yg di sedot !!! Fak XL BIKIN NAIK DARAH !!!!!! Sangat buruk XL SANGAT BURUK !!!,1,1,1,-1,
Sayyid Bahasyim,1,2022-01-25 13:21:00,"Saya kecewa banget sama xl,dulu XL cepet banget jaringannya,sampai menurut saya kemungkinan lag/lemot itu cuma beberapa persen,tapi,sekarang berbeda,malahan lag/ lemottt banget,tolong dari pihak XL perbaiki jaringannya,dan saya juga bingung ðŸ˜•,cara ngaktifin LTE XL di hape Vivo y1s atau Vivo 1929 gmn",1,1,1,-1,
Dhaffa Alfahrizi,1,2022-01-25 13:03:00,Sangat mengecewakan beli kuota 12.500 katanya 5 gb 1.5 gb kuota utama 500mb youtube dan 2.5gb kuota lokal masa yang dapet malah 2.5 gb? Beli 5gb yang dapet cuma setengahnya? Kemana 2.5gb nya?? Mengecewakan lebih untung im3 cara aku dari pada ini pembohong,1,1,1,-1,
Anjas Maulana,1,2022-01-25 12:32:00,Sumpah sama XL udah gak bener kemaren beli kuota Rp120.000. Pulsa nya terpotong paketnya gak masuk.. Sekarang beli kuota malah kuota lokal nya yang gak masuk.. Dan mau nya nipu nipu mulu heran !! Heran sama XL bener.. !? Asudahlah.. Ganti Daplover yang pasti pasti aja,1,1,1,-1,
Aira Mila,1,2022-01-25 12:10:00,"Makasih ya udah membuat saya MARAH marah sampe sakit cuma mau bilang XL sukses buat gue sakit pusing serius untung gak serius semoga kalian baik baik aja yaa soalnya biasanya apa yg kamu lakukan kamu juga akan mendapatkan yg sama TRIms.. KL belum dibetulin gausah minta bintang 5 gak pantes sadar diri sinyal lu jelek bersyukur aja masih ada yang pakeðŸ™‚, kenapa ya saya beli paket 11,5gb 20rb malah msknya 6gb? Situ korupsi? Saya udh bayar 20rb lho? Udh sinyalnya jelek pelayanannya buruk",1,1,1,-1,
taqiyah azah,1,2022-01-25 11:18:00,"Gimana sih xl nih!!!?? Masa aku barusan beli paketan 10gb 16rb, tapi tiba tiba jadi 4gb 16rb??! Apa gara gara promo nya habis?? Padahal pertama masih kmrn masih bnr lho.. Suka nya nambah ngurang sendiri.. Bonus yg di dpt juga beda.. Masa tulisannya 1gb tapi nyatanya cuma 200mb??!.. Gimana nih.. Saya pelanggan setia xl lho.. Kecewa saya Mana aplikasinya lemot banget lagi -_-||",1,1,1,-1,
Anggry Betra Nata,1,2022-01-25 10:57:00,"Saya biasanya beli paket yg 1 minggu 12 ribuan dengan paket 11 gb....sekarang yg masuk cuman paket utama dan paket YT, paket bonusya tidak masuk. Tolong solusinya gmna? Apa yg harus saya lakukan? Atau kah hrus saya kembali ke TELKOMSEL karena pelayanan beli paketnya banya penjpuan",1,1,1,-1,
Nurhakiki,1,2022-01-25 10:16:00,"Maaf ini kenapa ya, saya baru beli paket kemarin 13 gb trus saya juga dapet bonus unlimited ig sm fb, dan saya cuma pake buat main wa, ig, dan fb tp knpa hari ini tiba"" kouta sya tinggal 6 gb, kesel banget sm xl skrng jadi males pake xl",1,1,1,-1,
29. NATAL,4,2022-01-24 8:55:00,"Tlong SINYALNYA!! .kenapa ya akhir akhir ini sinyalnya dateng lgi ilang lgi, saya sampai gk bisa ngirim tugas(untung gurunya pengertian:v) + nonton anime. plis sinyal anda dimana? Tugas saya masih banyak yg blom dikumpul, mana rapotan udh deket lgi. Tolong kedepannyaðŸ™ðŸ» sinyal oh sinyal~",1,1,1,-1,
Satria Boz,1,2022-01-24 7:57:00,Jaringan gk jelas lag terus !! Padahal kouta masih 200 GB pas di pake serasa menggunkan kouta 100 mb lag parah buka youtube aja gk bisa !! Gk jelas Sama jaringan selama 4 bulan ini Kenapa cuman 1 bantang doang padahal gw tinggal di kota bukan di desa,1,1,1,-1,
Terune Nyalah,4,2022-01-24 6:11:00,"Layanan nya memuaskan, sayangnya saya tidak bisa memberikan bintang 5 soalnya, harga paketnya masih jauh dari yg idamkan pengguna, tolonglah turunkan harga paket internet nyaðŸ™",2,2,2,1,
Gadis Susana,1,2022-01-24 6:06:00,Saya beli paket tidak masuk saya coma mengubungi no layanan cuman pulsa. Yang habis di suruh chat live pun gak ada ke jelasan nya . Untuk saat ini penilai saya .. Costumer servis xl sangat jelek sekali,1,1,1,-1,
Wigi Suntara,1,2022-01-24 5:38:00,Kecewa keluhan respon nya lelet.. Yg td nya kuota tinggal 20 GB hilang gitu aja tanpa pemberitahuan.. Beli lg kuota yg 6 GB dgn masa aktiv 30 hri malah 1 malam hilang gitu aja.. XL ada apa ? Kecewa banget.. Maaf ngasih ranting bintang 1 biar bisa memperbaiki kualitas..,1,1,1,-1,
MOHAAMAD RIZKI,1,2022-01-24 3:20:00,Di dsn . Sonopinggir rt02 rw01 desa juwet kecamatan ngronggot kabupaten nganjuk sinyal xl axiata zonk . Lelet . Lemot. Kek keong sawah . Masak sinyal cuma 2 batang doang . Buat download 1 jam baru rampung . Buat nonton youtube cuma di 144p di 360p lemot . Zonk . Lelet. Keksiput udah harga paket mahal masak 20rebu 2 giga gak ada bonusnya . Kayak indosat . Udahmurah. Sinyalnya bagus . Sampaike plosok desa . Hargapaket sesui kantong sampai kapan xl axiata begini terus,1,1,1,-1,
Adi Adrian,1,2022-01-24 2:22:00,Benar benar kecewa dah pake XL. Dah kuota nya ga jelas. Sinyalnya jelek dan lemot pula. Udah byk yg komplen tp kayanya disepelekan busnget. Ga ada kynya niat mo perbaiki,1,1,1,-1,
A I,2,2022-01-24 18:49:00,"Gak jelas sekarang XL masa sinyal penuh jaringan 4G tapi tetep leg terus, tahun"" kemaren ngga gini, masih bagus, tapi sekarang"" malah makin jelek",1,1,1,-1,
Sandy Profit Hunter,1,2022-01-24 18:42:00,"Kecewa berat.. pesan paket dari WA XL prioritas, hampir 1 bulan gak ada juga paketnya.. duit uda transfer. Ini kalau bisa aku mau kasih bintang 10 negative .",1,1,1,-1,
Ahmad Fatoni,1,2022-01-24 17:34:00,"Saya sangat kecewa pakai XL , no. Kartu saya ada masalah : ditlp dan TLP keluar tidak bisa,sdh dtg ke agent 3 kali, 1.bisa dibantu normal selang sehari Kambuh lagi , 2. Disarankan ganti kartu baru bayar Rp.10.ribu + isi pulas Rp 10.ribu bisa dipakai untuk sms tgg 1x 24 jam normal seperti biasa selang sehari Kambuh lagi , dtg ke 3 ke agent jawabannya tidak ada masalah tapi kartu tetap TDK aktif cuma klo untuk paket data masih bisa malah disarankan harus ganti nomer. ini jawaban yg paling kecewa",1,1,1,-1,
Devina Chrissa,2,2022-01-24 13:48:00,"Awal2 beli seneng sih pket murah, tiap kali beli pulsa & paket juga dpt bonusan, tp hari ini saya kecewa krna wktu hubungi maya eh live agentnya menyebalkan.. pdhl org bukan boot, agent tp susah bgt ngomong maaf, tolong, dan ngejelasin dg baik.. Training lagi ya agent2 nya, gue mles spill agent brp yg bls cht kmrn..",1,1,1,-1,
Lugune Baewis,1,2022-01-24 10:33:00,Gw udh download pas di buka masuk aplnya eh mlah terjadi kesalahan mulu. Cobalah beberapa saat lg pas di tungguin berminggu minggu ttp aja sama terjadi kesalahan. XL sekrang payah mending gantibkrtu dh drpada kecewa mulu,1,1,1,-1,
Rendy,1,2022-01-23 9:53:00,"Ini kenapa lagi jaringan XL malah makin lemot nyesel saya udh berlangganan selama ni rupanya pas d awal aja kartunya bagus jaringan nya makin berlangganan makin buruk jaringan nya malah makin hancur sia"" jadinya",1,1,1,-1,
Alif Muhtadee,1,2022-01-23 7:49:00,He XL ini gimana biasanya habis ujan sinyal kembali ini 2 hari gak kembali padahal baru isi paket ini gimana sih ?!!! Tolong lah sinyal nya juga di perhatikan!!!! Selalu h+ kalo ga ya hilang sinyalnya Biasanya lancar jaya ini kayak siput Kenapa sih XL ??,1,1,1,-1,
Gifari Samudra,1,2022-01-23 5:41:00,"Jangan pernah percaya dengan myXL, ini aplikasi penipuan, jangan pernah terkecoh oleh SMS yg menggiurkan dari my XL itu semua penipuan, pembohongan,",1,1,1,-1,
Ikma,1,2022-01-23 23:50:00,"Kenapa yg xl bohong Saya lihat ada paket xtra combo 20 gb harga 54 ribu, tapi kenapa pas diklik beli ko jadi rp 83000, aku nyesal udah beli pulsa xl penipu",1,1,1,-1,
jambul 12,5,2022-01-23 23:04:00,"udah bagus,tingkatkan terus kwalitasnya,dan kedepanya semoga ada pilihan masa aktif s/d 10 hari,karena sangat membantu untuk para pengguna kelas bawah,thanks XL,goodðŸ‘ðŸ‘ðŸ‘",2,2,2,1,
Deva Ariffiandi,2,2022-01-23 20:03:00,Bismillah Assalamualaikum warahmatullahi wabarakatu Saya kurang suka dengan kinerja my XL karena memotong pulsa dan perpanjangan paket tanpa pemberitahuan terlebih dahulu dan saya sangat kecewa lantaran pulsa saya terpotong padahal masih ada paket XL lainnya yg saya gunakan,1,1,1,-1,
Iin Fajrianto,4,2022-01-23 1:17:00,"Knapa beberapa hari terakhir ini jaringan XL hilang hilang. Khususnya di daerah Sulawesi Tenggara, Kabupaten Konawe Selatan, tolong infonya.?!!! ðŸ™ðŸ™ðŸ™",1,1,1,-1,
Toto' unt,1,2022-01-23 1:03:00,"Gua dpet bonus kuota krna beli pulsa, nahhh.. gua coba ambil tu bonusnya, akhirnya bisa.. tp ada syaratnya. Kuota bisa aktif jika punya kuota utama yg aktif.. ngapain gua ambil bonusnya klo punya kuota utama... Hadehh.. anehÂ² aja . Skalian aja syaratnya gini, bonus kuota akan aktif jika anda membelinya..ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ¤¦ðŸ»â€â™‚ï¸ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",3,3,3,0,
Yudha Ksma,2,2022-01-23 17:16:00,"Mohon lah sinyal di benerin, jam malam pun sinyal masih lelet parah, padahal dulu itu sinyal full terus lancar, eh udah rame yg pakek malah lemot",1,1,1,-1,
Bagus Oka Surya,1,2022-01-23 16:07:00,"Sayang sekali untuk paket VIP rollover nya tidak berlaku saat mengaktifkan paket sejenis dengan jumlah kuota berbeda sehingga kuota sebelumnya yang masih satu jenis hangus semuanya. Sebenarnya oke promonya tetapi perpanjangan dikenakan tarif normal yang sangat diluar dugaan. Sehingga experience menggunakan xtra combo vip saat promo tak ada bedanya sama xtra combo biasa yang memang akumulasi nya max 1 GB, sehingga terkesan hanya membuang-buang data yang bisa sampai 24 GB sisanya dan tak bersisa",1,1,1,-1,
Muhex Pht,2,2022-01-23 13:31:00,"Saya kasih bintang 2,, simcard XL saya tidak saya aktifkan,,tapi selalu isi pulsa,,buat beli masa aktif..tapi pas buka di myXL pulsa saya tinggal 600 perak, padahal gk saya aktifkn .parah..Xl pencuri pulsa.",1,1,1,-1,
Khairil_Ar,1,2022-01-23 13:29:00,"Hai xl yang terhormat knapa kartu xl saya tidak ada suara pas nlpn, padahal volume nya full, udah dua hari kayak gini, gangguan atau knapa..?",3,3,3,0,
Ball's Life,4,2022-01-23 12:15:00,"Memudahkan ; dalam beli kuota, cek no, cek pulsa, bonusnya mantap, bisa diakses tanpa harus pakai kuota. Tapi mohon di deskripsi untuk kuota malam agar diperjelas lagi kuota malamnya jam berapa sampai jam berapa. Terkadang tidak bisa aktivasi bonus kuota yang transaksinya berawal dari SMS",2,2,2,1,
Rizky Kusuma,5,2022-01-23 10:39:00,"sangat puas berlangganan menggunakan XL, dari dulu memang sudah pakai XL, tapi masalah jaringan ny saja, kadang hilang sendiri.",2,2,2,1,
wartono no,5,2022-01-23 0:50:00,Hari ini saya kecewa saya sudah isi paket gojeg yang 20gb 75ribu tapi tiba-sinyal ilang sama internetnya mati...halo xl tolong di perbaiki jangan bikin kami kecewa..karena kami tidak bisa kerja.terimakasih,1,1,1,-1,
dede setiawan,1,2022-01-22 7:37:00,"Kecewa ðŸ˜¡ awalnya speed normal gak lemot gak cepet... tapi sekarang sinyal 1 batang & speed dibawah 30KB/s itupun di rumah sendiri... Rev: sudah mulai stabil, tetapi masih lost connection beberapa kali 2nd Rev: I take back my word! How's that possible, kuota masih ada 2/3gb limiternya masa udh aktif sih! Waduuh... It's time to move to the yellow one for a while...",1,1,1,-1,
Ini Gua,3,2022-01-22 6:49:00,"tidak bisa masuk apk kalau tidak ada kuota,harusnya bisa,supaya kalau pas kehabisan kuota terus mau isi ulang lewat apk jadi lebih mudah.",1,1,1,-1,
Acink'z Sempalkateph,1,2022-01-22 4:08:00,"Smua ulasan sama keluhannya,makin kesini makin lemooooooooooootttttt,kadang tibaÂ² ga konek,dan yg sering saya alami,paket data saya sim 1 tpi sll ada notif di sim 2 bilangnya anda sedang menikmati internet blabla..,lah habis itu pulsa ludes tak tersisa,,,saya pake data sim 1 boss napa pulsa di sim 2 di ludesin juga,,,",1,1,1,-1,
Iwan Kurniawan,1,2022-01-22 20:09:00,"Update versi apk baru bukan nya. Makin lancar malah lemot, not responding. Aplikasi bukannya membantu malah mengganggu. Paket mingguan dan bulanan sudah overprice (dibanding kompetitor),,dengan kualitas 4G yg gak stabil, sinyal 4G serasa 3G. Cukup bintang 1 aja reputasimu my xl",1,1,1,-1,
Ricco Yuda,1,2022-01-22 18:13:00,"Makin hari makin mahal, tapi internet ilang""an terus, kalo begini mah nyesel langganan XL, mending ganti kartu baru aja dah",1,1,1,-1,
Jerry Angkobus,5,2022-01-22 14:17:00,"Paket lumayan murah, hanya aja jaringannya yg kurang kuat, harus di perluas aja jaringannya, biar sinyalnya merata dan kuat",2,2,2,1,
Kertin ningsih,5,2022-01-22 12:35:00,"pertama kali pke aplikasi ini, dan baru coba buat beli paket..semoga tdk ada kendala. kalo ada kendala dan tdk bisa terselesaikan dgn baik, sya turunkan bintangnya. tapi alhamdulillah percobaan pertama berhasil",2,2,2,1,
Udzin Hazard,2,2022-01-22 12:23:00,"Perbaiki lagi jaaringan nya, tiap hari ngelek terus untuk area pontianak dan sekitar nya. Jangan cuma sms promo mulu dtingkatkan. Kualitas jaringan nya aja dperluas dan dperkuat. Skian",1,1,1,-1,
Rafyal Dwi Putra,1,2022-01-22 12:11:00,"Tolong lah kepada admin XL, di perbaiki dong sinyal nya kualitas sinyal sangat buruk padahal Agustus lalu masih bagus banget kenapa sekarang makin jelek sinyalnya.",1,1,1,-1,
I Made Dandi,1,2022-01-22 11:47:00,"Nomor saya tidak sengaja diisi kuota double (2 kali dalam sehari), izin bertanya kenapa kuota saya tidak diakumulasi jadi 60 gb (masing-masing kuota 30gb) ?",1,1,1,-1,
baiq haerunnisa,2,2022-01-21 8:59:00,Saya ada kendala saya beli pulsa di warung nah kan udah bener saya bacain nomor saya pas saya cek kan bcaan notifikasi untuk cek pulsa *123# tapi liat liat pulsa endk ada padahal udah masuk biasa kaya gitu wah endk bener sih xl padahal sya isi 25.000,1,1,1,-1,
